term	variable	value
r_phylo_id[Tatakoto.+.Reao,Intercept]	straddle_zero	yes
r_phylo_id[Te.Henua.‘Enana.+.Te.Fenua.’Enata,Intercept]	straddle_zero	yes
r_phylo_id[Tokelau,Intercept]	straddle_zero	yes
r_phylo_id[Tonga,Intercept]	straddle_zero	yes
r_phylo_id[Tuamotu.+.Puka-puka,Intercept]	straddle_zero	yes
r_phylo_id[Tungaru,Intercept]	straddle_zero	yes
r_phylo_id[Tupuai,Intercept]	straddle_zero	yes
r_phylo_id[Tureia,Intercept]	straddle_zero	yes
r_phylo_id[Tuvalu.31,Intercept]	straddle_zero	yes
r_phylo_id[Tuvalu.32,Intercept]	straddle_zero	yes
r_phylo_id[Ulithi.+.Yap,Intercept]	straddle_zero	yes
r_phylo_id[Uvea.(Wallis),Intercept]	straddle_zero	yes
r_phylo_id[Vanuatu.+.Temotu,Intercept]	straddle_zero	yes
r_phylo_id[Woleai,Intercept]	straddle_zero	yes
lprior	straddle_zero	no
lp__	straddle_zero	no
Intercept	Estimate	0.552234447320864
environ_PC1	Estimate	0.221734529868914
Shoreline	Estimate	0.55509752481325
environ_PC2	Estimate	-0.184357257999025
environ_PC1:Shoreline	Estimate	0.044040884725594
Shoreline:environ_PC2	Estimate	-0.0860647914060454
moEA033	Estimate	-0.114365357408572
moSettlement_date_grouping_finer	Estimate	-0.0121383156332673
moEA033:Shoreline	Estimate	-0.549556730016864
moSettlement_date_grouping_finer:Shoreline	Estimate	0.236877011487388
Intercept	Est.Error	0.631243963702627
environ_PC1	Est.Error	0.232672315338634
Shoreline	Est.Error	0.581529312293643
environ_PC2	Est.Error	0.213036280575354
environ_PC1:Shoreline	Est.Error	0.174235469977864
Shoreline:environ_PC2	Est.Error	0.176192986659111
moEA033	Est.Error	0.384379697380497
moSettlement_date_grouping_finer	Est.Error	0.0937939360193028
moEA033:Shoreline	Est.Error	0.362774037892739
moSettlement_date_grouping_finer:Shoreline	Est.Error	0.0765499453380943
Intercept	l-95% CI	-0.667279725
environ_PC1	l-95% CI	-0.2364928
Shoreline	l-95% CI	-0.554433425
environ_PC2	l-95% CI	-0.600386175
environ_PC1:Shoreline	l-95% CI	-0.28466645
Shoreline:environ_PC2	l-95% CI	-0.440889025
moEA033	l-95% CI	-0.814658649999999
moSettlement_date_grouping_finer	l-95% CI	-0.211265675
moEA033:Shoreline	l-95% CI	-1.299294
moSettlement_date_grouping_finer:Shoreline	l-95% CI	0.0853728525000001
Intercept	u-95% CI	1.834282
environ_PC1	u-95% CI	0.686106375
Shoreline	u-95% CI	1.68442325
environ_PC2	u-95% CI	0.234557675
environ_PC1:Shoreline	u-95% CI	0.3978731
Shoreline:environ_PC2	u-95% CI	0.247348525
moEA033	u-95% CI	0.699673949999999
moSettlement_date_grouping_finer	u-95% CI	0.161453225
moEA033:Shoreline	u-95% CI	0.118607074999999
moSettlement_date_grouping_finer:Shoreline	u-95% CI	0.388592175
Intercept	Rhat	1.00005162003353
environ_PC1	Rhat	1.00002713185166
Shoreline	Rhat	1.00003663607177
environ_PC2	Rhat	1.0000728345603
environ_PC1:Shoreline	Rhat	1.0000106178265
Shoreline:environ_PC2	Rhat	1.00002200128443
moEA033	Rhat	1.00020130251551
moSettlement_date_grouping_finer	Rhat	1.0000590113218
moEA033:Shoreline	Rhat	1.0001133972905
moSettlement_date_grouping_finer:Shoreline	Rhat	1.00004778235456
Intercept	Bulk_ESS	47748.3954308546
environ_PC1	Bulk_ESS	62639.0674714907
Shoreline	Bulk_ESS	41162.5386157842
environ_PC2	Bulk_ESS	86570.7680884524
environ_PC1:Shoreline	Bulk_ESS	72784.6946109456
Shoreline:environ_PC2	Bulk_ESS	69678.3085524614
moEA033	Bulk_ESS	37458.4366579693
moSettlement_date_grouping_finer	Bulk_ESS	48634.4998990058
moEA033:Shoreline	Bulk_ESS	29012.4168128162
moSettlement_date_grouping_finer:Shoreline	Bulk_ESS	42527.3097991221
Intercept	Tail_ESS	66437.0031145993
environ_PC1	Tail_ESS	77002.7137074382
Shoreline	Tail_ESS	70567.1292438251
environ_PC2	Tail_ESS	86479.6963305405
environ_PC1:Shoreline	Tail_ESS	83376.1920368988
Shoreline:environ_PC2	Tail_ESS	78216.0225713173
moEA033	Tail_ESS	28488.6130873924
moSettlement_date_grouping_finer	Tail_ESS	62678.5131765634
moEA033:Shoreline	Tail_ESS	31851.1095509958
moSettlement_date_grouping_finer:Shoreline	Tail_ESS	62387.9061843442
Intercept	straddle_zero_95	yes
environ_PC1	straddle_zero_95	yes
Shoreline	straddle_zero_95	yes
environ_PC2	straddle_zero_95	yes
environ_PC1:Shoreline	straddle_zero_95	yes
Shoreline:environ_PC2	straddle_zero_95	yes
moEA033	straddle_zero_95	yes
moSettlement_date_grouping_finer	straddle_zero_95	yes
moEA033:Shoreline	straddle_zero_95	yes
moSettlement_date_grouping_finer:Shoreline	straddle_zero_95	no
