term	variable	value
Intercept	mean	0.512378048395064
environ_PC1	mean	-0.257038001521316
Shoreline	mean	0.374467293206856
environ_PC2	mean	0.174105220530918
environ_PC3	mean	0.203633694715191
environ_PC1:Shoreline	mean	0.208804896532622
Shoreline:environ_PC2	mean	-0.333510377615176
Shoreline:environ_PC3	mean	0.214963323848041
moEA033	mean	-0.718392193586207
moSettlement_date_grouping_finer	mean	0.124291722693
moEA033:Shoreline	mean	-0.440307267008172
moSettlement_date_grouping_finer:Shoreline	mean	0.0958010672601615
simo_moEA0331[1]	mean	0.611829520172414
simo_moEA0331[2]	mean	0.151706049522454
simo_moEA0331[3]	mean	0.236464430224071
simo_moSettlement_date_grouping_finer1[1]	mean	0.100782313937432
simo_moSettlement_date_grouping_finer1[2]	mean	0.0925427136323233
simo_moSettlement_date_grouping_finer1[3]	mean	0.108991818479014
simo_moSettlement_date_grouping_finer1[4]	mean	0.10377742992752
simo_moSettlement_date_grouping_finer1[5]	mean	0.102812147398516
simo_moSettlement_date_grouping_finer1[6]	mean	0.0965793058143359
simo_moSettlement_date_grouping_finer1[7]	mean	0.0945270435331657
simo_moSettlement_date_grouping_finer1[8]	mean	0.109975413990157
simo_moSettlement_date_grouping_finer1[9]	mean	0.137349315820027
simo_moSettlement_date_grouping_finer1[10]	mean	0.0526624977022515
simo_moEA033:Shoreline1[1]	mean	0.465162236188478
simo_moEA033:Shoreline1[2]	mean	0.27262438581275
simo_moEA033:Shoreline1[3]	mean	0.262213374381093
simo_moSettlement_date_grouping_finer:Shoreline1[1]	mean	0.117886367658757
simo_moSettlement_date_grouping_finer:Shoreline1[2]	mean	0.108286560251765
simo_moSettlement_date_grouping_finer:Shoreline1[3]	mean	0.0879689356196647
simo_moSettlement_date_grouping_finer:Shoreline1[4]	mean	0.0897706015609226
simo_moSettlement_date_grouping_finer:Shoreline1[5]	mean	0.0900169808030542
simo_moSettlement_date_grouping_finer:Shoreline1[6]	mean	0.0913476695187935
simo_moSettlement_date_grouping_finer:Shoreline1[7]	mean	0.0952374518960593
simo_moSettlement_date_grouping_finer:Shoreline1[8]	mean	0.111072198996866
simo_moSettlement_date_grouping_finer:Shoreline1[9]	mean	0.139420686158925
simo_moSettlement_date_grouping_finer:Shoreline1[10]	mean	0.0689925453823096
lprior	mean	25.0259570517241
lp__	mean	-150.200988948276
Intercept	sd	0.390940850581352
environ_PC1	sd	0.203858567505599
Shoreline	sd	0.450448132712813
environ_PC2	sd	0.210997893340615
environ_PC3	sd	0.149014833440641
environ_PC1:Shoreline	sd	0.156989914983158
Shoreline:environ_PC2	sd	0.203079447617846
Shoreline:environ_PC3	sd	0.129742949241629
moEA033	sd	0.247367240581833
moSettlement_date_grouping_finer	sd	0.039830632648008
moEA033:Shoreline	sd	0.202966297278578
moSettlement_date_grouping_finer:Shoreline	sd	0.0455062676838872
simo_moEA0331[1]	sd	0.167956051651736
simo_moEA0331[2]	sd	0.11012572619507
simo_moEA0331[3]	sd	0.169438173711645
simo_moSettlement_date_grouping_finer1[1]	sd	0.0878014022499128
simo_moSettlement_date_grouping_finer1[2]	sd	0.0817747392581422
simo_moSettlement_date_grouping_finer1[3]	sd	0.0951453855525582
simo_moSettlement_date_grouping_finer1[4]	sd	0.0935162562076078
simo_moSettlement_date_grouping_finer1[5]	sd	0.0910206154340425
simo_moSettlement_date_grouping_finer1[6]	sd	0.0867754731971131
simo_moSettlement_date_grouping_finer1[7]	sd	0.0855391448023246
simo_moSettlement_date_grouping_finer1[8]	sd	0.0952595003674486
simo_moSettlement_date_grouping_finer1[9]	sd	0.109694223243108
simo_moSettlement_date_grouping_finer1[10]	sd	0.0487600866518021
simo_moEA033:Shoreline1[1]	sd	0.21407678714374
simo_moEA033:Shoreline1[2]	sd	0.192660936515745
simo_moEA033:Shoreline1[3]	sd	0.187583452466506
